StreetName,StreetCode
GLENWOOD ST,1980
NASSAU BLVD,2878
61 AVE,367
BEECHKNOLL AVE,777
62 AVE,370
N PORTLAND AVE,2864
SKILLMAN ST,3507
SPENCER ST,3537
WALWORTH ST,4073
KOSCIUSZKO ST,2447
WASHINGTON PARK,4085
KENT AVE,2406
TAAFFE PL,3669
RYERSON ST,3376
HALL ST,2077
EMERSON PL,1766
WARSOFF PL,4080
N ELLIOTT PL,2856
AUBURN PL,624
N OXFORD ST,2862
SPENCER CT,3534
HAVEMEYER ST,2134
HOOPER ST,2238
DEVOE ST,1378
AINSLIE ST,506
RUTLEDGE ST,3369
DIVISION AVE,1401
POWERS ST,3160
CONSELYEA ST,1208
HOPE ST,2241
CLYMER ST,1162
ROEBLING ST,3326
HEWES ST,2184
RODNEY ST,3323
ROSS ST,3348
WILSON ST,4189
KEAP ST,2384
OLIVE ST,2982
MASPETH AVE,2708
BORINQUEN PL,871
SHARON ST,3468
JUDGE ST,2364
ORIENT AVE,2996
WOODPOINT RD,4221
S 9 ST,3378
S 3 ST,3377
DEBEVOISE AVE,1343
N 8 ST,2853
HULL ST,2269
BAINBRIDGE ST,670
ROCHESTER AVE,3307
SUMPTER ST,3651
MAC DOUGAL ST,2622
BUFFALO AVE,970
MACON ST,2632
PORTAL ST,3147
MARION ST,2687
BANCROFT PL,681
MALCOLM X BLVD,2648
PATCHEN AVE,3054
SOMERS ST,3522
ROOSEVELT PL,3337
HAVENS PL,2137
PLEASANT PL,3121
KANE PL,2376
COLUMBUS PL,1192
RADDE PL,3203
SHERLOCK PL,3482
GUNTHER PL,2065
SHORE RD,3493
GELSTON AVE,1945
MARINE AVE,2685
BAY RIDGE PL,745
PERRY TER,3086
DAHLGREN PL,1308
POLY PL,3135
GATLING PL,1942
AVE S,649
SEBA AVE,3445
GERRITSEN AVE,1954
GRAVESEND NECK RD,2025
STUART ST,3635
LOIS AVE,2574
NOEL AVE,2927
CYRUS AVE,1304
FRANK CT,1888
BURNETT ST,981
MADISON PL,2636
AVE W,654
AVE V,653
BEVY CT,823
BIJOU AVE,826
DICTUM CT,1391
FLORENCE AVE,1859
HAZEL CT,2147
W 13 ST,3890
W 11 ST,3874
VILLAGE RD S,3852
VAN SICKLEN ST,3809
MURDOCK CT,2848
HIGHLAWN AVE,2196
LAKE ST,2468
AVE X,655
STRYKER ST,3634
LANCASTER AVE,2477
SHELL RD,3474
BILLINGS PL,827
VILLAGE RD E,3850
VILLAGE RD N,3851
CRAWFORD AVE,1259
STRYKER CT,3633
WHITNEY PL,4157
SLOAN PL,3510
LAKE PL,2467
W 12 ST,3882
W 10 ST,3869
VILLAGE CT,3849
BOYNTON PL,886
W 3 ST,3987
APPLEGATE CT,576
W 82 ST,4022
W 80 ST,4020
W 81 ST,4021
W 83 ST,4023
W 85 ST,4025
W 87 ST,4027
W 78 ST,4017
W 79 ST,4018
W 90 ST,4031
W 86 ST,4026
W 84 ST,4024
W 77 ST,4016
W 89 ST,4029
W 88 ST,4028
SURF AVE,3655
W 21 ST,3960
MERMAID AVE,2749
W 23 ST,3969
SEA BREEZE AVE,3435
CANAL AVE,1018
POLAR ST,3132
W 24 ST,3978
W 25 ST,3980
W 19 ST,3949
W BRIGHTON AVE,4036
W 20 ST,3955
POPLAR AVE,3142
W 30 ST,3988
W 22 ST,3965
ORLOFF AVE,2998
W 230 ST,3970
W 232 ST,3972
IRWIN AVE,2307
NETHERLAND AVE,2897
BAILEY AVE,667
WALDO AVE,4060
W 228 ST,3968
TERRACE VIEW AVE,3691
REVIEW PL,3263
CORLEAR AVE,1222
W 233 ST,3973
W 236 ST,3975
JACOBUS PL,2318
TIBBETT AVE,3713
HEATH AVE,2151
VAN CORTLANDT PARK S,3797
STEVENSON PL,3611
GODWIN TER,1982
KINGSBRIDGE TER,2427
ALBANY CRES,513
MARBLE HILL AVE,2677
FIELDSTON RD,1840
GREYSTONE AVE,2047
SUMMIT PL,3646
CANNON PL,1027
BLACKSTONE AVE,841
BAILEY PL,668
KIMBERLY PL,2418
KAPPOCK ST,2378
GILES PL,1961
OXFORD AVE,3011
FAIRFIELD AVE,1805
ADRIAN AVE,503
PEROT ST,3083
GOUVERNEUR AVE,1996
GALE PL,1919
W 225 ST,3966
W 227 ST,3967
FT INDEPENDENCE ST,1906
W 238 ST,3976
NAPLES TER,2871
PALISADE AVE,3026
PUTNAM AVE W,3185
W 242 ST,3979
W 231 ST,3971
W 235 ST,3974
VAN HORN ST,3802
SIMONSON ST,3501
JUSTICE AVE,2373
58 AVE,350
55 AVE,339
53 AVE,332
DENMAN ST,1367
BRITTON AVE,932
GLEANE ST,1971
ELBERTSON ST,1720
SEABURY ST,3438
91 ST,468
KNEELAND AVE,2441
FORLEY ST,1874
ASKE ST,611
BENHAM ST,797
BAXTER AVE,718
VAN LOON ST,3804
VAN KLEECK ST,3803
CODWISE PL,1165
ALBION AVE,521
HILLYER ST,2209
WHITNEY AVE,4156
CASE ST,1053
CORNISH AVE,1227
ANKENER AVE,568
ITHACA ST,2313
LAMONT AVE,2473
VIETOR AVE,3847
ELKS RD,1733
KETCHAM ST,2412
MACNISH ST,2628
POYER ST,3161
HASPEL ST,2127
PETTIT AVE,3093
HAMPTON ST,2093
ST JAMES AVE,3557
WETHEROLE ST,4143
BOOTH ST,869
MANILLA ST,2661
IRELAND ST,2302
GORSLINE ST,1993
GOLDSMITH ST,1988
LAYTON ST,2498
KNEELAND ST,2442
REEDER ST,3233
WOODHAVEN BLVD,4216
JACOBUS ST,2319
ELIOT AVE,1727
W 149 ST,3910
W 148 ST,3909
W 146 ST,3907
CONVENT AVE,1212
ST NICHOLAS TER,3571
HAMILTON PL,2085
HAMILTON TER,2087
ST NICHOLAS PL,3570
W 151 ST,3912
W 147 ST,3908
HEALY AVE,2149
SEAGIRT AVE,3439
BCH 19 ST,756
NEW HAVEN AVE,2901
LANETT AVE,2479
MOTT AVE,2833
CORNAGA AVE,1223
SEAGIRT BLVD,3440
ELVIRA AVE,1758
BRUNSWICK AVE,959
NEILSON ST,2891
REDFERN AVE,3230
HASSOCK ST,2128
ELK DR,1730
PINSON ST,3110
COLLIER AVE,1181
GIPSON ST,1965
MCBRIDE ST,2722
GRASSMERE TER,2022
PLAINVIEW AVE,3116
GATEWAY BLVD,1940
GARDEN CT,1925
EGGERT PL,1716
BAYPORT PL,751
DINSMORE AVE,1397
WATERLOO PL,4092
NORTON DR,2939
OCEAN CREST BLVD,2962
GRANDVIEW TER,2013
DWIGHT AVE,1466
DICKENS ST,1389
FERNSIDE PL,1835
BRIAR PL,902
LORETTA RD,2582
ALMEDA AVE,536
BROOKHAVEN AVE,946
ROCKAWAY BEACH BLVD,3309
REGINA AVE,3240
DIX AVE,1404
DAVIES RD,1330
NAMEOKE AVE,2868
FAR ROCKAWAY BLVD,1816
EVERDELL AVE,1790
CAFFREY AVE,999
MUHLEBACH CT,2839
DORIAN CT,1422
NASBY PL,2875
SAGE ST,3394
BAYSWATER AVE,753
CAMP RD,1013
LEWMAY RD,2529
HOLLYWOOD CT,2227
CHANDLER ST,1087
SHORE FRONT PKWY,3491
CRONSTON AVE,1272
NEWPORT AVE,2915
ROCKAWAY BEACH DR,3310
HAMILTON ST,2086
GORDON ST,1992
PARK HILL AVE,3034
PROSPECT ST,3172
WRIGHT ST,4236
THOMPSON ST,3701
RICHMOND RD,3277
CEDAR ST,1073
HUDSON ST,2263
GREENFIELD AVE,2038
TARGEE ST,3677
OSGOOD AVE,3001
TACOMA ST,3670
ELBE AVE,1719
ODER AVE,2971
HANOVER AVE,2097
RALPH PL,3212
SPARKILL AVE,3531
NEWBERRY AVE,2910
HARRISON ST,2115
BEACH ST,759
PURROY PL,3182
PALMA DR,3027
MOSEL AVE,2828
N RAILROAD AVE,2865
PLEASANT VALLEY AVE,3123
BROWNELL ST,955
BREWSTER ST,901
LAUREL AVE,2489
DUTCHESS AVE,1465
BOWEN ST,878
CEBRA AVE,1069
FAIRWAY AVE,1811
PARK HILL CIR,3035
PARK HILL CT,3036
PARK HILL LN,3037
COURSEN PL,1244
TOMPKINS ST,3734
BOYD ST,883
DALEMERE RD,1313
MANTON PL,2669
ROFF ST,3327
UPTON ST,3783
MASON ST,2707
WAVE ST,4102
YOUNG ST,4252
ELLINGTON ST,1735
OPUS CT,2991
MARK ST,2689
WHITAKER PL,4147
MEADOW AVE,2730
STANWICH ST,3587
BEAR ST,762
QUINN ST,3199
HARDY ST,2105
OCCIDENT AVE,2960
CHAPIN AVE,1089
ROME AVE,3334
HUNTON ST,2278
HOLLY ST,2225
VISTA AVE,3860
DELAWARE ST,1360
RIDGE AVE,3282
RHINE AVE,3266
URBANA ST,3784
BALTIC AVE,677
BARCLAY CIR,689
ELTINGVILLE BLVD,1753
SYLVIA ST,3667
ALEXANDER AVE,528
ARTHUR KILL RD,601
CORTELYOU AVE,1234
GETZ AVE,1958
BRANDIS AVE,895
WAINWRIGHT AVE,4057
BELFIELD AVE,785
LEVERETT AVE,2522
VINELAND AVE,3854
RUXTON AVE,3370
HOLCOMB AVE,2219
RATHBUN AVE,3222
EDGEGROVE AVE,1702
NIPPON AVE,2924
IONIA AVE,2300
S RAILROAD ST,3387
BARLOW AVE,695
MARNE AVE,2693
KATAN AVE,2379
MOSELY AVE,2829
LYNDALE AVE,2617
ST ALBANS PL,3547
N PINE TER,2863
GENESEE AVE,1946
THORNYCROFT AVE,3706
HUGUENOT AVE,2267
POILLON AVE,3130
BENNETT AVE,799
RETFORD AVE,3257
OAKDALE ST,2953
PRESTON AVE,3165
KINGHORN ST,2423
ARDEN AVE,584
WINCHESTER AVE,4195
LADD AVE,2459
TOKEN ST,3730
TYNAN ST,3767
KENILWORTH AVE,2398
WOODROW RD,4222
WATKINS AVE,4096
ANNADALE RD,570
HALPIN AVE,2081
BALLARD AVE,676
DAHLIA ST,1309
RENSSELAER AVE,3250
RAMONA AVE,3215
OCEANIC AVE,2966
BLUE HERON DR,849
GROTON ST,2053
ROBINSON AVE,3303
BEACH RD,758
TENNYSON DR,3689
SHERIDAN PL,3481
DETROIT AVE,1375
MOTT ST,2834
BARTLETT AVE,704
WOEHRLE AVE,4208
SNEDEN AVE,3519
ALMOND ST,537
STAFFORD AVE,3582
DOGWOOD DR,1408
RUSSEK DR,3360
LEGATE AVE,2507
SHELDON AVE,3473
DARLINGTON AVE,1323
OCEANVIEW AVE,2968
EVERTON AVE,1794
DELMAR AVE,1362
ANACONDA ST,559
HINTON ST,2213
HEFFERNAN ST,2155
GOLD AVE,1985
CHERYL AVE,1104
IBSEN AVE,2287
VON BRAUN AVE,3863
SHIFT PL,3485
SEIDMAN AVE,3451
DORVAL AVE,1426
FORRESTAL AVE,1876
SINCLAIR AVE,3503
ELLSWORTH AVE,1740
HAWLEY AVE,2141
GRANTWOOD AVE,2020
CARLTON BLVD,1032
CROWN AVE,1288
POMPEY AVE,3136
FIGUREA AVE,1841
SANDGAP ST,3398
HOLDRIDGE AVE,2220
BARCLAY AVE,688
DEISIUS ST,1351
PRALL AVE,3162
JEANNETTE AVE,2335
CANTON AVE,1029
KOCH BLVD,2446
MEMPHIS AVE,2744
HALES AVE,2074
SPERRY PL,3538
RYE AVE,3374
RIDGECREST AVE,3285
REGENT CIR,3238
HICKORY CIR,2191
BERRY AVE,815
EAGAN AVE,1683
BENNETT PL,800
ALLEN PL,529
LIPSETT AVE,2549
CHESTNUT CIR,1110
VESPA AVE,3839
GREEN VALLEY RD,2034
EBEY LN,1694
SUTTON PL,3659
BOYLAN ST,884
KENMORE ST,2401
MACON AVE,2631
PETRUS AVE,3092
FUTURITY PL,1916
ARBUTUS AVE,578
NOTUS AVE,2945
OBAN ST,2959
PHILIP AVE,3095
LAMOKA AVE,2472
RAY ST,3224
BIRCH LN,832
ROLLING HILL GREEN,3330
ZEPHYR AVE,4253
BERTRAM AVE,817
FABIAN ST,1800
JEFFERSON BLVD,2337
E TENAFLY AVE,1681
BENT ST,804
ROCHELLE PL,3306
RANKIN ST,3218
LORRAINE AVE,2588
GARY ST,1937
TENAFLY PL,3686
KINGDOM AVE,2422
MC ARTHUR AVE,2721
PACIFIC AVE,3014
DAFFODIL CT,1306
HEENAN AVE,2154
LITTLEFIELD AVE,2556
CHATHAM ST,1097
LAREDO AVE,2484
AUGUSTA AVE,627
SCRANTON AVE,3431
WEST TER,4129
ROXBURY ST,3353
ARLINGTON PL,592
GOETHALS RD N,1984
GRANITE AVE,2015
BRABANT ST,887
CONTINENTAL PL,1211
VAN PELT AVE,3807
SPARTAN AVE,3532
AMITY PL,551
ANDROS AVE,567
LUDWIG LN,2607
BIRCH RD,833
GRANDVIEW AVE,2011
LOCKMAN AVE,2568
LISK AVE,2551
PULASKI AVE,3175
HARBOR RD,2102
DAVIDSON ST,1329
DIXON AVE,1405
WILCOX ST,4165
NORTHFIELD AVE,2937
FANCHER PL,1814
MARTINEAU ST,2701
MERSEREAU AVE,2756
VAN NAME AVE,3805
LAKE AVE,2466
MACORMAC PL,2633
SIMONSON AVE,3499
ANDREA PL,564
FARRAGUT AVE,1820
LA SALLE ST,2454
ROSECLIFF RD,3341
AMADOR ST,543
FEDERAL PL,1827
ALBERT CT,517
HOOKER PL,2237
MORNINGSTAR RD,2821
BUSH AVE,986
WRIGHT AVE,4235
HEUSDEN ST,2183
WINANT ST,4194
WENLOCK ST,4124
CONFEDERATION PL,1202
DOWNEY PL,1433
BRUCKNER AVE,956
RONALD AVE,3335
WOODCREST RD,4215
DE HART AVE,1336
WESTBROOK AVE,4130
MELYN PL,2742
BOWLES AVE,880
BENJAMIN PL,798
WALKER ST,4064
DAVID PL,1327
LEYDEN AVE,2531
CHRISTOPHER ST,1119
YALE ST,4244
HEANEY AVE,2150
CAROL PL,1038
HUDSON PL,2262
MAPLE PKWY,2673
TUDOR CITY PL,3757
E 40 ST,1612
E 44 ST,1616
E 42 ST,1614
E 46 ST,1618
GOODWIN PL,1991
KOSSUTH PL,2449
LAWTON ST,2496
DODWORTH ST,1407
CHARLES PL,1091
ALBANY AVE,512
LEFFERTS AVE,2504
FENIMORE ST,1829
KINGSTON AVE,2432
MIDWOOD ST,2771
BROOKLYN AVE,947
JODIE CT,2351
HAWTHORNE ST,2143
MAPLE ST,2674
WHITTY LN,4159
E 48 ST,1619
E 34 ST,1606
E 37 ST,1609
E 43 ST,1615
KOSSUTH AVE,2448
OLINVILLE AVE,2981
HULL AVE,2268
BARKER AVE,692
E 211 ST,1567
W GUN HILL RD,4046
ROCHAMBEAU AVE,3305
E 209 ST,1565
RESERVOIR PL,3256
STEUBEN AVE,3609
WAYNE AVE,4105
REISS PL,3243
PARKSIDE PL,3049
TRYON AVE,3756
WILLETT AVE,4171
GATES PL,1939
THWAITES PL,3712
S OAK DR,3383
CARLISLE PL,1030
N OAK DR,2861
BARTHOLDI ST,703
PUTNAM PL,3186
HOLT PL,2228
ROSEWOOD ST,3345
RESERVOIR OVAL E,3255
E MOSHOLU PKWY N,1676
E 216 ST,1571
W MOSHOLU PKWY N,4050
KINGS COLLEGE PL,2424
DUNCOMB AVE,1451
E 208 ST,1564
E 218 ST,1573
E 219 ST,1574
E 214 ST,1569
E 205 ST,1562
E 207 ST,1563
HAVEN AVE,2135
BARBARA ST,686
NEW DORP LN,2900
MORTON ST,2827
ROSE AVE,3338
STEELE AVE,3598
JACQUES AVE,2320
STOBE AVE,3616
WEED AVE,4110
CEDAR GROVE CT,1072
CHAMPLAIN AVE,1085
FAIRBANKS AVE,1803
KELVIN AVE,2395
SHERIDAN CT,3480
VINCENT AVE,3853
WOLVERINE ST,4210
RIEDEL AVE,3288
CLAWSON ST,1138
CANNON BLVD,1026
MILL RD,2778
MALDEN PL,2649
MEDINA ST,2733
RIGA ST,3290
MAPLETON AVE,2675
BADEN PL,666
HEMPSTEAD AVE,2160
COVERLY ST,1249
AULTMAN AVE,628
MACE ST,2624
CENTER ST,1079
WILDER AVE,4167
AINSWORTH AVE,507
AMBOY RD,545
TYSENS LN,3770
EBONY ST,1695
MEADOW PL,2731
PENN AVE,3077
GRANT PL,2018
FRANCINE CT,1886
LUKE CT,2609
COTTER AVE,1240
COLFAX AVE,1174
GREELEY AVE,2032
ALLISON PL,535
GUYON AVE,2069
MIDLAND AVE,2769
MOBILE AVE,2794
EVERGREEN ST,1792
W CEDARVIEW AVE,4041
BISHOP ST,836
MALONE AVE,2652
MONTREAL AVE,2812
PENDALE ST,3073
DURANT AVE,1458
EMMET AVE,1767
HOPKINS AVE,2242
PRINCETON AVE,3167
BELFAST AVE,784
POULTNEY ST,3155
KISWICK ST,2438
COLONY AVE,1186
MORELAND ST,2816
BEACON AVE,760
NATICK ST,2880
ACORN ST,494
PINEWOOD AVE,3109
CEDARVIEW AVE,1076
GRIMSBY ST,2048
PETER AVE,3091
LOCUST AVE,2569
BURBANK AVE,974
WINHAM AVE,4201
ROMA AVE,3331
ALLISON AVE,534
ROSS AVE,3347
TARRYTOWN AVE,3678
DALE AVE,1311
FALCON AVE,1812
OAK AVE,2949
CHESTERTON AVE,1108
HAMDEN AVE,2083
BANCROFT AVE,680
REDWOOD AVE,3231
BOUNDARY AVE,876
DALTON AVE,1315
ADAMS AVE,496
EDISON ST,1706
TITUS AVE,3728
JOEL PL,2352
AMHERST AVE,549
SANILAC ST,3402
ARDSLEY ST,587
JUSTIN AVE,2374
BAY TER,747
GREENCROFT AVE,2035
CUBA AVE,1293
ISERNIA AVE,2311
OLDFIELD ST,2979
RUDYARD ST,3357
FINLEY AVE,1849
MILTON AVE,2783
STERLING AVE,3606
ISABELLA AVE,2310
TAUNTON ST,3679
BLYTHE PL,851
SPRATT AVE,3541
CEDAR GROVE AVE,1071
REVERE LN,3259
GRAYSON ST,2028
THOLLEN ST,3698
TWOMBLY AVE,3765
CURRIE AVE,1296
E 102 ST,1474
E 110 ST,1483
E 111 ST,1484
E 105 ST,1477
E 112 ST,1485
E 97 ST,1661
E 101 ST,1473
E 104 ST,1476
E 113 ST,1486
E 109 ST,1481
E 107 ST,1479
E 99 ST,1663
214 ST,209
SPRINGFIELD BLVD,3543
EDMORE AVE,1707
GETTYSBURG ST,1957
212 ST,206
218 PL,215
91 AVE,467
208 ST,200
SAWYER AVE,3409
STRONGHURST AVE,3632
RANSOM ST,3219
WHITEHALL TER,4152
SPENCER AVE,3533
218 ST,216
PONTIAC ST,3139
HARTLAND AVE,2122
PECK AVE,3062
215 PL,210
RANGE ST,3217
213 ST,207
207 ST,198
COLFAX ST,1175
BELLAIRE PL,788
223 ST,225
217 PL,213
112 RD,31
103 AVE,11
99 AVE,485
DELEVAN ST,1361
228 ST,229
211 ST,205
226 ST,228
114 RD,36
235 ST,239
232 ST,236
NASHVILLE BLVD,2876
220 ST,222
116 AVE,40
230 ST,234
EATON PL,1693
MAPLE AVE,2672
PORT RICHMOND AVE,3146
NICHOLAS AVE,2920
HAMLIN PL,2088
MONTELL ST,2805
CHARLES AVE,1090
HAUGHWOUT AVE,2131
DECKER AVE,1348
VREELAND ST,3866
ORANGE AVE,2992
HATFIELD PL,2130
ST JOSEPHS AVE,3563
VAN RIPER ST,3808
HEBERTON AVE,2152
TREADWELL AVE,3744
FABER ST,1799
COTTAGE PL,1239
CRITTENDEN PL,1265
HOMESTEAD AVE,2233
ALBION PL,522
LARKIN ST,2485
DERBY CT,1371
LAFORGE PL,2463
SHARPE AVE,3469
SIMONSON PL,3500
TRANTOR PL,3741
CORTLANDT ST,1236
RIEGELMANN ST,3289
BURNSIDE AVE,983
ELDRIDGE AVE,1724
GROVE AVE,2054
WILLOWBROOK CT,4186
HOUSTON ST,2249
ORDELL AVE,2995
BLACKFORD AVE,839
BENNETT ST,801
SMITH PL,3517
GALLOWAY AVE,1921
NEWARK AVE,2909
INNIS ST,2296
E 138 ST,1502
E 137 ST,1501
E 139 ST,1503
POWERS AVE,3159
BROWN PL,953
E 132 ST,1499
E 135 ST,1500
E 142 ST,1506
WALNUT AVE,4068
ST MARYS ST,3568
BEECH TER,776
E 141 ST,1505
BEEKMAN AVE,780
67 RD,389
70 RD,402
70 AVE,401
63 AVE,374
YELLOWSTONE BLVD,4247
AUSTIN ST,632
ASCAN AVE,603
CLYDE ST,1161
DARTMOUTH ST,1325
SELFRIDGE ST,3453
HARROW ST,2117
INGRAM ST,2295
OLCOTT ST,2975
MANSE ST,2667
KEW FOREST LN,2413
FLEET ST,1857
JEWEL AVE,2348
NANSEN ST,2869
LOUBET ST,2595
KESSEL ST,2411
DANE PL,1317
BURNS ST,982
64 RD,379
68 DR,392
73 RD,414
JUNO ST,2372
110 ST,27
72 RD,410
71 DR,405
APEX PL,573
90 AVE,464
KINGSTON PL,2433
178 ST,159
HIGHLAND AVE,2193
SURREY PL,3656
DALNY RD,1314
WEXFORD TER,4144
GOETHALS AVE,1983
HENLEY RD,2166
TUDOR RD,3759
DEVONSHIRE RD,1382
MAYFIELD RD,2718
AVON ST,661
CEDARCROFT RD,1075
GOTHIC DR,1994
KENDRICK PL,2397
RADNOR ST,3207
CLINTON TER,1155
NORMAL RD,2931
BURDETTE PL,977
CHEVY CHASE ST,1112
SOMERSET ST,3523
RADNOR RD,3206
WARWICK CRES,4082
AVON RD,660
AVA PL,634
165 ST,142
85 DR,447
179 ST,161
181 ST,164
HOMELAWN ST,2231
WAREHAM PL,4077
PERTH RD,3089
BARNETT AVE,698
39 PL,292
28 ST,263
DITMARS BLVD,1398
21 AVE,201
SOUND ST,3526
ASTORIA BLVD N,616
21 DR,202
22 DR,219
21 RD,203
STEINWAY PL,3600
20 RD,189
DOUGLASTON PKWY,1431
MARATHON PKWY,2676
WESTMORELAND ST,4139
LITTLE NECK PKWY,2554
HAZEN ST,2148
19 RD,174
75 ST,420
116 ST,41
129 ST,65
131 ST,71
115 ST,39
14 RD,88
POPPENHUSEN AVE,3145
123 ST,57
118 ST,45
124 ST,58
125 ST,59
120 ST,51
128 ST,63
POWELLS COVE BLVD,3158
13 AVE,66
HOLLY AVE,2224
58 RD,353
60 AVE,361
GERANIUM AVE,1952
JASMINE AVE,2331
ASH AVE,605
AVERY AVE,658
BLOSSOM AVE,848
KISSENA BLVD,2437
CHERRY AVE,1101
BOOTH MEMORIAL AVE,868
BEECH AVE,775
NEGUNDO AVE,2888
SYRINGA PL,3668
BURLING ST,980
COLDEN ST,1170
FRAME PL,1885
HAIGHT ST,2071
SMART ST,3514
SAULL ST,3405
ROBINSON ST,3304
POPLE AVE,3144
KALMIA AVE,2375
CROMMELIN ST,1269
FULLER PL,1909
BYRD ST,995
ELM AVE,1743
137 ST,83
154 PL,122
JUNIPER AVE,2370
QUINCE AVE,3195
GEORGIA RD,1950
59 AVE,355
136 ST,81
220 PL,221
CORPORAL STONE ST,1230
219 ST,217
214 PL,208
217 ST,214
45 DR,309
216 ST,212
CLOVERDALE BLVD,1159
75 AVE,418
223 PL,224
229 ST,230
67 AVE,386
233 ST,237
KINGSBURY AVE,2428
60 LN,363
ONDERDONK AVE,2987
NORMAN ST,2934
77 AVE,423
71 AVE,404
79 PL,431
71 PL,406
78 AVE,427
67 PL,388
69 PL,398
FRESH POND RD,1899
STEPHEN ST,3603
CATALPA AVE,1060
SUMMERFIELD ST,3644
BUTLER AVE,991
TRAFFIC AVE,3740
RICARD ST,3268
RUTLEDGE AVE,3368
RENE CT,3249
AMORY CT,553
EDSALL AVE,1708
CODY AVE,1166
83 AVE,439
68 RD,394
64 LN,377
ST FELIX AVE,3553
STIER PL,3614
CYPRESS HILLS ST,1303
OTTO RD,3006
DORAN AVE,1420
MARGARET PL,2682
TROTTING COURSE LN,3749
68 PL,393
ST JOHNS RD,3562
64 PL,378
SHALER AVE,3466
72 PL,409
79 LN,430
60 PL,364
TONSOR ST,3735
THAYER ST,3694
DYCKMAN ST,1468
DONGAN PL,1413
ELLWOOD ST,1742
NAGLE AVE,2866
W 187 ST,3946
ARDEN ST,585
BROADWAY TER,936
AUDUBON AVE,626
OVERLOOK TER,3009
BOGARDUS PL,855
SICKLES ST,3494
WADSWORTH TER,4056
W 188 ST,3947
W 191 ST,3951
FT GEORGE AVE,1904
W 192 ST,3952
W 189 ST,3948
GRACIE SQ,2001
GRACIE TER,2002
E 166 ST,1524
FINDLAY AVE,1845
BONNER PL,866
CROTONA PL,1286
JEFFERSON PL,2338
GRAND CONC,2009
WEIHER CT,4114
E 158 ST,1516
E 163 ST,1521
PINEHURST AVE,3107
W 186 ST,3945
W 185 ST,3944
CABRINI BLVD,998
CHITTENDEN AVE,1115
LAUREL HILL TER,2491
W 181 ST,3940
W 177 ST,3936
W 178 ST,3937
KENILWORTH PL,2399
HILLEL PL,2205
ALTON PL,541
AMERSFORT PL,547
AURELIA CT,629
HUBBARD PL,2256
BAY AVE,740
OLEAN ST,2980
AVE I,641
WORTH ST,4232
MULBERRY ST,2842
W BROADWAY,4037
VESTRY ST,3840
READE ST,3227
LISPENARD ST,2552
BAXTER ST,719
PELL ST,3066
HOWARD ST,2251
CHARLTON ST,1095
CHAMBERS ST,1084
WOOSTER ST,4231
CROSBY ST,1276
LAIGHT ST,2465
N MOORE ST,2860
DOMINICK ST,1409
HUBERT ST,2259
DUANE ST,1444
RENWICK ST,3252
DESBROSSES ST,1373
WATTS ST,4101
VANDAM ST,3816
ERICSSON PL,1777
CENTRE MARKET PL,1081
CHATHAM SQ,1096
W HOUSTON ST,4047
MOHEGAN AVE,2796
MAPES AVE,2671
GARFIELD ST,1931
MEAD ST,2729
HONEYWELL AVE,2235
MARMION AVE,2692
DALY AVE,1316
BAKER AVE,673
MELVILLE ST,2740
ELSMERE PL,1751
MANSION ST,2668
GUION PL,2062
MINFORD PL,2789
HORNADAY PL,2246
DEVOE AVE,1377
WYATT ST,4237
E 175 ST,1534
CROTONA PARK E,1283
E 176 ST,1535
SEABURY PL,3437
BRONX PARK AVE,938
LEBANON ST,2500
TRAFALGAR PL,3739
CROTONA PKWY,1285
CROTONA PARK N,1284
E 7 ST,1637
PARKVILLE AVE,3052
AVE H,640
ELMWOOD AVE,1749
RYDER AVE,3372
IRVINGTON PL,2306
WALDORF CT,4061
RODER AVE,3321
DEKOVEN CT,1354
LAWRENCE AVE,2493
AVE J,642
GIFFORDS LN,1959
E STROUD AVE,1680
HILLSIDE TER,2208
NOTRE DAME AVE,2944
DALEHAM ST,1312
TROY ST,3753
PARK TER,3043
BALTIMORE ST,679
ABINGDON AVE,489
DEWEY AVE,1383
FAIRFIELD ST,1806
STIEG AVE,3613
GOODALL ST,1989
HEINZ AVE,2157
GREAT KILLS RD,2030
WIMAN AVE,4191
HILLCREST ST,2203
SANDALWOOD DR,3397
WOODLAND AVE,4219
MARGARET ST,2683
BROWER CT,952
OCEANVIEW PL,2969
SCARSDALE ST,3414
BROOKFIELD AVE,945
COLON AVE,1183
GURLEY AVE,2067
FENWAY CIR,1831
ESCANABA AVE,1781
SAMPSON AVE,3395
HOWTON AVE,2253
CHERRYWOOD CT,1103
TANGLEWOOD DR,3674
JUMEL ST,2367
TEAKWOOD CT,3682
MORRIS PL,2824
KEEGANS LN,2389
PEMBERTON AVE,3068
CLEVELAND AVE,1143
ADRIENNE PL,504
FERN AVE,1832
COTTONWOOD CT,1241
ELVERTON AVE,1756
SWEETWATER AVE,3663
ARMSTRONG AVE,595
COTTAGE AVE,1238
GREAVES AVE,2031
MILES AVE,2774
KENNINGTON ST,2403
DEMOPOLIS AVE,1366
LINDENWOOD RD,2545
RHETT AVE,3265
NAHANT ST,2867
HEREFORD ST,2173
E BRANDIS AVE,1666
HILLCREST AVE,2201
E SCRANTON AVE,1679
E AUGUSTA AVE,1664
DUNBAR ST,1449
MAYBURY AVE,2716
MIDLAND RD,2770
ELKHART ST,1731
ACKERMAN ST,493
RAMBLEWOOD AVE,3214
CRAIG AVE,1256
